rainfall_intensity_mmh,rainfall_24h_mm,rainfall_72h_mm,antecedent_precip_index,soil_moisture_vwc,pore_water_pressure_kpa,slope_deg,elevation_m,lithology_weakness,historical_density,distance_to_road_cut_m,distance_to_drainage_m,sensor_anomaly_score,risk_score,landslide_occurred
7.8,63.49,137.06,97.03,63.01,27.55,48.55,2308.0,2,0.26,210.7,77.6,6.32,99.3,1
1.26,9.35,20.96,22.13,34.35,0.0,36.35,2059.0,5,3.64,234.0,187.5,5.3,70.6,1
4.0,18.02,40.58,64.81,29.84,0.0,25.26,1926.4,2,1.44,106.7,227.9,3.75,31.8,0
11.15,53.21,103.41,78.35,45.05,11.75,36.93,1826.8,2,1.0,144.3,17.1,4.81,84.0,1
1.35,9.95,19.81,45.88,27.47,0.0,42.65,2184.0,3,0.13,36.4,7.0,0.53,32.7,0
11.43,66.96,171.95,131.38,61.7,30.87,35.14,1881.0,1,1.97,12.6,269.2,11.96,100.0,1
6.2,68.57,141.72,117.7,58.64,28.16,46.69,1616.4,2,0.92,91.3,135.1,6.15,92.8,1
4.57,39.59,110.16,86.31,50.8,12.08,43.36,1065.8,4,0.53,1.3,137.7,4.3,94.3,1
0.17,1.06,2.14,45.37,20.43,0.0,35.48,512.0,2,3.77,75.2,710.7,27.38,52.8,0
1.32,13.97,32.27,52.35,29.57,0.0,36.37,1268.2,2,0.37,12.9,103.6,2.28,43.5,0
7.68,34.38,50.55,80.36,29.15,0.0,20.35,2242.0,4,1.3,13.8,39.3,28.73,81.6,1
30.0,148.45,343.61,254.2,88.0,48.0,46.29,1524.5,3,2.86,245.6,205.5,0.48,98.0,1
8.6,35.79,92.76,70.87,41.49,7.13,33.2,687.5,2,3.4,122.8,304.4,7.52,83.4,1
4.57,23.08,62.75,53.48,27.85,0.0,32.6,1662.9,3,3.07,124.4,125.6,1.31,55.0,0
10.28,42.86,119.84,127.41,55.61,20.29,31.33,1277.5,1,4.08,62.2,211.9,9.89,97.5,1
6.11,35.08,62.97,78.58,43.0,9.84,39.88,2255.9,3,0.28,64.0,129.9,2.58,85.8,1
11.18,61.39,135.41,95.23,62.69,29.67,26.41,638.0,3,5.08,43.3,94.2,22.49,91.7,1
1.61,6.52,13.25,45.28,22.13,0.0,27.63,1795.2,5,0.02,68.4,6.3,6.87,22.3,0
10.04,53.06,116.18,99.06,47.66,15.87,35.55,1731.4,3,0.53,106.2,34.4,50.67,100.0,1
2.73,32.06,51.95,52.59,39.01,0.17,30.67,2365.4,4,0.16,24.8,117.6,0.11,64.4,1
25.24,124.28,322.97,221.86,88.0,48.0,38.85,1486.3,2,5.24,36.4,90.9,4.48,94.9,1
4.16,17.79,47.57,73.72,34.62,0.0,30.99,2130.3,3,0.99,81.9,333.1,0.4,43.6,0
7.92,36.79,74.67,56.41,51.37,11.86,49.56,351.9,2,0.68,58.3,20.7,25.71,93.6,1
19.48,108.65,194.77,144.65,74.38,44.65,41.89,558.1,3,0.33,205.4,9.3,0.21,100.0,1
0.8,4.12,6.57,23.06,20.3,0.0,41.79,1026.5,3,0.3,206.9,16.4,21.98,18.4,0
27.05,108.93,256.78,179.15,88.0,48.0,30.86,1600.6,5,1.71,49.1,204.0,0.22,96.9,1
5.02,52.57,96.59,90.65,37.68,9.08,56.45,1243.1,5,0.09,71.9,162.5,2.46,92.7,1
1.34,6.92,18.49,17.55,29.15,0.0,32.27,725.7,3,1.62,450.5,180.0,7.67,20.7,0
1.87,14.57,34.08,40.69,28.91,0.0,29.93,1537.3,2,2.68,210.9,30.7,0.0,32.0,0
8.55,45.29,104.35,114.84,52.28,18.78,42.01,1490.1,3,1.65,29.1,130.8,0.83,100.0,1
2.36,12.9,28.17,37.28,38.94,1.32,37.66,1401.3,4,3.15,39.5,262.7,0.01,69.3,1
4.26,40.19,58.84,59.46,34.13,3.34,29.04,490.2,1,0.55,10.5,207.3,0.15,63.1,1
3.06,26.6,71.94,73.05,26.11,0.0,54.66,2246.8,3,0.14,135.9,103.9,22.73,70.3,1
8.91,48.01,109.42,101.4,53.53,18.53,44.29,1543.7,1,2.3,45.7,19.7,8.84,96.6,1
1.22,12.02,33.55,63.2,30.4,0.09,36.03,854.4,2,3.17,92.3,368.1,40.06,79.4,1
9.28,74.16,159.62,117.32,60.3,26.74,56.41,1743.6,1,1.25,175.4,134.5,20.78,100.0,1
29.02,130.71,312.94,247.64,88.0,48.0,42.89,967.6,5,3.09,217.0,396.8,7.84,93.5,1
18.18,134.08,198.26,167.96,80.23,48.0,35.9,1362.3,2,1.1,47.2,103.9,1.2,100.0,1
8.41,51.61,117.9,114.16,47.33,16.42,55.39,1016.4,2,0.4,32.5,48.7,4.72,97.4,1
1.43,5.97,14.74,18.49,22.32,0.0,41.6,2148.8,5,1.16,226.5,66.1,26.1,40.2,0
7.15,60.25,150.01,103.48,70.86,29.55,41.23,2387.4,3,0.44,57.6,97.5,2.11,100.0,1
1.01,6.91,17.12,42.86,20.46,0.0,32.72,638.5,4,1.15,207.1,171.4,0.24,27.6,0
2.67,14.58,25.04,60.12,27.41,0.0,36.42,349.5,3,0.29,19.5,263.7,12.21,50.8,0
4.88,23.44,64.82,73.43,22.4,0.0,32.51,760.6,3,0.37,291.5,50.0,0.46,31.6,0
5.79,24.83,69.36,59.68,30.53,0.0,48.24,1538.9,1,3.86,79.2,37.4,1.1,73.4,1
15.49,65.72,98.96,73.4,48.65,17.62,22.32,665.3,3,0.22,22.4,40.8,0.58,92.2,1
9.35,44.12,119.61,114.23,60.86,21.07,47.61,2004.1,3,0.46,91.9,490.6,5.9,100.0,1
3.06,25.72,46.44,67.66,24.83,0.0,28.54,1158.2,3,9.73,244.8,32.2,3.55,94.0,1
1.45,17.22,40.73,39.24,31.85,0.0,35.51,1582.1,3,1.54,59.2,76.4,10.72,52.7,0
29.86,205.57,385.11,256.59,88.0,48.0,33.49,1256.8,4,1.59,23.5,119.7,0.01,100.0,1
2.8,26.89,74.07,71.52,46.46,7.58,31.58,2197.0,3,3.36,103.1,146.2,19.12,85.7,1
4.59,22.86,35.26,54.14,22.56,0.0,41.86,373.8,3,1.34,215.8,351.5,17.43,51.8,0
2.36,12.27,25.72,53.49,29.78,0.0,35.96,1831.5,2,0.45,15.5,21.6,1.0,38.3,0
5.31,60.69,121.34,120.32,50.05,13.31,30.32,1669.6,4,0.99,5.1,20.6,1.23,97.0,1
11.78,53.0,98.4,96.43,48.89,18.78,37.31,1664.0,3,2.53,7.0,68.5,4.41,97.6,1
2.54,20.78,47.87,41.1,33.82,0.0,30.08,1169.4,3,3.71,31.4,96.0,4.9,72.8,1
0.82,5.31,8.41,41.18,20.84,0.0,31.43,332.9,3,0.57,0.9,84.2,25.7,59.1,1
8.79,45.43,109.19,120.26,53.44,15.05,23.27,1747.4,4,0.55,67.2,89.5,0.44,94.5,1
6.55,42.8,118.67,122.89,53.49,18.17,32.17,2041.9,5,0.71,143.6,343.2,0.23,96.6,1
2.08,13.44,33.96,66.3,28.71,0.0,40.2,479.0,2,1.63,148.7,326.2,19.84,48.7,0
10.71,117.44,305.81,217.37,88.0,48.0,36.32,1227.4,4,0.59,121.5,294.7,0.59,97.9,1
2.42,16.34,31.1,59.0,29.17,0.0,51.43,641.4,2,4.03,42.2,253.4,0.32,80.5,1
4.76,22.67,42.06,70.64,33.11,0.0,58.0,1583.0,1,6.87,159.8,7.4,1.8,95.4,1
25.01,106.15,225.44,182.06,77.19,48.0,32.05,1949.8,4,2.05,103.1,29.1,1.76,100.0,1
3.1,20.64,30.21,35.91,26.36,0.0,28.92,1700.1,2,6.33,236.9,237.1,1.06,67.1,0
6.85,45.04,122.66,127.65,48.01,13.63,45.6,967.9,2,0.61,78.0,162.6,2.04,96.0,1
3.9,19.56,31.32,45.65,28.53,0.0,38.85,593.4,3,3.04,23.8,201.7,10.45,70.3,1
6.25,26.01,69.29,55.88,35.85,0.16,45.65,1968.0,4,2.04,120.8,227.2,3.39,70.8,1
19.61,156.39,237.25,164.15,88.0,48.0,39.39,980.2,2,0.55,19.6,436.2,2.16,97.0,1
3.76,24.28,61.96,74.41,41.38,8.82,34.35,346.5,2,0.69,396.1,181.5,11.97,61.5,1
18.79,87.26,140.73,116.17,53.87,22.62,34.4,1500.0,1,1.21,145.8,58.0,1.09,96.5,1
4.19,22.82,33.16,30.81,29.27,1.14,39.68,818.0,1,2.82,169.4,15.6,15.54,41.8,0
1.65,16.7,40.2,64.45,35.09,0.0,34.21,2066.5,2,3.7,136.5,101.8,2.04,60.8,1
0.7,3.72,6.68,45.31,20.82,0.0,46.37,600.8,5,1.81,12.3,222.7,0.32,75.1,0
4.76,42.59,102.23,104.09,44.26,7.47,24.93,1213.1,1,2.3,75.1,59.6,0.04,83.0,1
4.79,28.74,62.56,54.77,30.96,0.89,46.32,831.6,3,0.55,126.5,23.0,23.4,62.1,0
13.53,79.58,123.54,116.34,59.72,32.43,20.08,1748.2,5,2.43,31.3,1202.1,23.99,98.9,1
7.37,32.19,87.08,62.09,49.8,13.21,37.23,1451.9,3,1.67,136.5,97.7,33.48,90.6,1
21.21,133.69,271.81,195.41,88.0,48.0,33.19,1961.1,1,0.45,205.7,43.9,5.48,98.3,1
2.63,20.59,50.0,55.45,38.6,0.0,23.11,1263.1,3,5.4,38.6,32.4,1.22,82.1,1
10.12,84.84,178.28,158.47,52.13,27.0,18.49,310.1,5,1.29,26.7,357.5,0.1,98.3,1
12.32,53.88,121.02,101.23,61.85,23.69,26.67,751.9,3,2.85,257.6,308.3,0.74,100.0,1
6.52,59.74,108.96,76.33,49.57,19.63,36.39,2398.2,3,1.34,0.6,171.0,12.68,94.7,1
11.63,76.31,128.24,104.21,56.76,29.75,30.88,1151.2,2,4.86,35.4,142.6,4.87,100.0,1
6.87,61.45,132.71,113.72,55.24,22.31,27.15,1602.5,3,0.27,62.7,544.5,16.37,100.0,1
9.21,43.54,87.8,104.77,52.96,20.45,47.49,2200.4,2,1.42,133.9,46.6,4.66,95.5,1
1.19,7.43,14.45,56.74,17.68,0.0,25.53,343.1,4,0.05,699.7,96.6,5.37,15.0,0
1.83,13.12,30.72,33.11,37.45,0.6,41.77,1685.2,3,0.4,55.6,4.5,0.47,45.6,0
14.08,99.58,235.67,166.51,88.0,48.0,28.44,905.6,3,0.59,356.7,97.6,12.1,99.1,1
7.84,34.85,51.03,45.52,38.02,3.35,26.46,886.4,4,1.15,54.8,87.3,1.52,65.7,1
10.92,62.69,117.49,116.87,50.92,16.46,30.87,772.2,1,3.09,142.7,537.4,15.64,100.0,1
5.17,25.6,50.6,38.16,26.32,0.0,41.27,2027.7,4,1.13,21.7,79.8,0.25,60.9,1
2.19,9.43,14.48,20.14,29.64,0.0,24.34,1083.2,3,1.48,74.0,324.1,34.1,41.1,0
1.16,4.95,8.57,34.78,24.27,0.0,38.44,440.9,3,4.64,246.0,261.9,0.07,51.4,0
6.32,46.5,68.46,60.64,47.34,14.2,27.83,503.4,1,2.54,46.3,28.7,0.0,84.6,1
6.76,27.94,78.09,59.91,40.7,0.32,29.36,612.1,3,0.09,13.3,592.1,2.33,62.5,0
1.44,17.13,41.64,48.26,29.14,0.0,39.41,2187.7,3,0.35,88.8,179.4,1.91,35.0,0
4.84,33.63,51.2,50.62,42.66,10.4,54.47,1197.6,3,0.07,69.5,163.4,23.71,86.9,1
3.45,14.87,21.24,41.8,37.42,0.0,28.26,2223.7,3,0.13,31.3,2.1,4.59,35.2,0
4.28,33.76,81.26,101.88,42.81,7.5,42.12,2016.7,1,0.74,283.2,216.2,5.47,68.9,1
1.61,12.77,25.74,27.32,22.69,0.0,33.34,2059.6,3,2.34,110.5,10.3,0.03,35.3,0
9.03,68.68,171.8,133.44,72.97,34.41,31.96,902.3,3,0.5,51.2,36.9,4.95,100.0,1
2.83,15.35,41.35,73.82,30.05,0.0,45.11,869.8,3,0.9,666.6,18.7,9.24,52.3,0
5.54,35.88,80.33,96.68,46.09,9.63,28.83,1476.1,3,0.9,17.8,85.5,15.21,90.0,1
2.66,13.05,21.68,36.84,24.52,0.0,26.19,1177.6,2,1.61,226.0,285.9,14.7,19.4,0
2.36,10.15,25.31,52.91,36.47,0.0,39.91,1369.0,2,4.02,31.5,221.2,6.91,70.9,1
6.26,32.17,88.07,66.2,40.46,6.81,49.56,411.7,3,7.36,32.9,20.3,6.74,100.0,1
2.79,24.34,53.86,72.07,37.96,0.0,42.37,2340.3,3,1.67,82.7,288.3,0.81,64.6,0
8.74,36.62,86.23,104.83,41.21,5.37,24.04,422.2,3,1.27,130.1,111.2,0.8,73.6,1
2.7,21.64,40.52,55.53,29.66,0.0,30.77,675.5,4,2.06,140.7,6.0,13.2,57.7,1
4.94,46.81,90.53,86.28,42.88,6.27,44.33,1724.2,4,1.98,2.7,45.6,14.16,99.2,1
7.89,82.77,201.01,144.08,80.71,48.0,49.44,626.6,1,1.34,40.6,276.8,14.39,96.2,1
9.48,53.96,145.62,128.17,66.28,33.03,37.94,524.4,3,2.4,129.7,237.9,9.41,100.0,1
0.96,9.66,22.02,45.88,29.51,0.0,31.08,622.6,3,1.22,264.6,37.6,0.94,21.3,0
3.29,31.78,79.65,86.11,41.65,3.69,49.99,430.0,3,10.16,133.0,7.0,8.35,90.4,1
1.79,13.67,22.42,20.75,27.12,0.0,35.37,827.8,5,0.09,37.1,63.0,0.96,34.7,0
1.73,13.53,22.96,44.62,31.82,0.0,30.85,869.4,3,1.05,85.1,285.2,0.29,27.6,0
28.61,156.57,335.82,250.05,88.0,48.0,29.41,1347.1,4,0.91,125.2,501.6,1.64,98.2,1
3.95,18.04,29.71,33.65,12.18,0.0,25.84,1221.3,5,2.65,17.5,153.1,0.4,52.5,0
5.68,27.11,62.05,54.71,35.74,0.0,58.0,1294.8,2,0.38,94.5,17.2,0.01,60.9,0
5.74,46.1,83.36,71.61,42.0,8.96,48.08,1593.7,1,1.02,76.6,125.5,0.0,78.0,1
6.19,50.87,127.58,119.96,59.74,25.02,30.42,785.0,3,2.15,49.3,1209.3,0.63,98.5,1
9.8,40.14,101.61,98.33,48.05,12.64,50.72,582.9,1,1.66,117.2,502.5,4.87,91.1,1
0.9,11.05,22.64,57.78,30.65,0.0,40.53,2145.6,2,1.42,121.3,898.6,2.73,33.8,0
3.89,16.95,28.01,36.51,21.37,0.0,40.03,1631.3,5,1.03,426.8,216.4,2.34,37.3,0
3.88,34.05,78.51,97.08,43.54,3.06,29.9,427.4,5,2.51,67.1,100.0,6.95,95.7,1
3.91,16.23,45.29,67.91,38.08,0.0,31.63,2318.2,4,1.87,90.9,402.5,11.5,61.6,1
2.98,21.59,49.05,54.66,24.89,0.0,35.64,1755.4,4,3.74,20.6,406.0,3.06,79.7,1
2.43,15.68,22.74,24.07,41.45,0.0,19.29,618.6,2,2.38,95.4,28.1,2.86,30.6,0
1.93,9.65,13.74,25.5,30.99,0.0,31.86,2335.2,3,0.27,4.4,268.8,28.84,55.9,1
3.57,19.84,36.68,71.89,30.28,0.0,36.04,1067.4,2,1.74,19.5,453.1,16.74,69.6,1
1.45,10.83,18.12,30.75,20.1,0.0,47.13,2367.5,3,0.08,22.5,411.8,2.95,32.9,0
7.6,43.61,110.71,91.8,49.95,18.1,30.76,516.9,3,0.88,120.2,220.9,27.23,93.4,1
9.34,45.73,118.1,90.3,53.57,22.1,42.9,635.9,3,0.96,100.5,138.7,9.65,100.0,1
6.06,69.45,122.38,120.86,56.91,30.45,18.49,1680.6,1,3.47,192.0,269.9,0.41,100.0,1
1.72,21.04,39.04,42.78,39.94,3.34,45.92,346.5,2,0.36,74.9,130.7,1.76,45.5,0
1.84,11.67,20.19,32.99,22.8,0.0,28.35,339.2,3,1.86,77.3,69.7,0.02,24.2,0
0.52,5.11,13.66,32.53,27.2,0.0,37.11,1963.2,3,0.38,21.1,53.9,12.06,27.0,0
8.93,46.28,97.36,87.8,39.51,4.82,39.45,652.3,3,5.35,162.9,140.0,0.43,98.3,1
5.54,47.58,110.31,95.21,48.4,12.15,37.79,2229.5,2,1.36,0.4,109.6,0.41,94.2,1
1.98,12.87,25.5,44.24,29.4,0.0,35.09,1194.4,4,2.22,66.4,133.8,3.67,55.4,1
11.7,102.97,235.12,194.48,88.0,48.0,25.45,2134.7,1,1.87,25.0,54.4,6.42,98.9,1
1.58,9.15,17.75,53.4,20.45,0.0,28.44,1177.3,4,0.65,176.9,160.7,25.71,30.7,0
3.88,38.95,73.05,88.4,37.81,3.24,44.47,1413.5,2,4.17,134.3,195.3,5.32,91.4,1
4.11,48.95,112.01,82.35,60.13,26.1,30.92,964.7,3,1.78,147.2,296.0,2.85,95.8,1
6.95,78.32,174.45,154.38,75.82,45.06,35.12,1682.0,4,1.29,19.3,160.5,1.26,95.5,1
11.98,49.47,89.58,68.64,46.33,7.99,23.32,968.2,4,1.35,132.6,254.0,10.43,87.6,1
6.47,62.14,100.0,75.61,34.58,3.8,43.3,768.7,3,3.98,140.9,33.4,4.18,95.9,1
4.49,22.4,42.92,75.55,47.09,8.96,24.78,470.2,1,0.11,0.3,23.2,3.35,77.6,1
6.51,71.16,140.98,133.51,59.36,23.58,43.79,421.1,4,0.89,45.9,35.6,25.49,94.2,1
0.82,8.35,19.04,42.23,23.46,0.0,26.97,942.5,3,3.32,11.0,337.1,0.89,59.5,0
14.43,86.69,232.35,195.4,81.92,48.0,44.62,1846.6,4,0.07,137.3,146.2,5.74,97.3,1
6.01,37.82,54.87,85.18,37.62,5.21,36.09,731.8,4,1.83,28.6,109.4,0.96,88.6,1
15.36,63.54,110.63,104.39,53.3,21.06,31.25,928.4,3,0.93,36.9,258.5,3.48,100.0,1
6.07,25.23,42.17,59.99,37.51,0.0,49.6,2200.9,5,0.41,9.8,23.8,9.77,92.6,1
10.65,50.11,105.39,107.45,43.95,16.91,35.41,1642.2,3,1.7,79.4,1.1,7.28,100.0,1
6.75,37.01,74.08,63.6,38.87,7.08,32.92,2231.4,4,3.2,4.0,67.0,0.0,95.7,1
8.61,54.69,132.39,98.57,69.25,34.73,43.73,2213.6,4,1.13,224.2,51.5,28.28,98.2,1
1.78,12.7,22.08,53.54,27.53,0.0,23.42,433.2,3,0.29,3.2,66.1,0.0,46.0,0
0.63,2.62,5.84,24.32,20.6,0.0,14.52,2305.5,3,0.66,7.6,654.0,5.19,18.7,0
3.5,19.21,50.65,44.0,28.53,0.0,45.84,407.5,4,7.17,122.7,151.0,0.46,93.5,1
2.45,13.73,36.72,43.04,33.32,0.0,28.89,2243.8,3,0.21,298.6,160.1,5.01,14.5,0
9.56,80.08,219.6,163.88,87.67,48.0,43.35,1448.1,3,0.32,267.2,191.9,1.48,98.0,1
1.24,14.05,34.89,71.11,35.02,0.0,36.39,1419.7,4,8.32,10.5,91.3,3.35,96.8,1
31.67,131.57,351.07,264.6,88.0,48.0,26.11,1797.9,1,3.85,40.8,695.2,2.17,98.2,1
2.3,17.28,29.86,48.3,30.53,0.0,41.16,2146.3,2,2.21,88.3,651.9,1.82,45.7,0
3.31,21.3,35.71,71.81,40.03,5.0,32.51,1595.7,2,0.29,3.2,264.0,3.46,72.2,1
6.04,60.7,85.54,101.24,50.38,19.47,26.84,1193.3,3,0.5,90.3,42.8,3.18,98.3,1
9.92,44.63,106.64,97.35,45.15,13.16,27.06,535.0,4,0.36,71.3,381.9,13.04,92.8,1
2.11,24.92,67.61,89.7,23.65,0.0,21.27,1957.3,3,1.79,106.5,19.1,11.3,50.3,0
6.42,28.93,48.07,54.44,35.24,4.19,39.43,569.4,5,0.92,303.6,178.9,9.06,74.3,0
5.73,55.21,126.53,97.61,60.22,24.76,28.05,1825.4,1,0.09,38.5,110.0,22.6,92.6,1
3.96,17.15,41.93,42.73,25.21,0.0,35.7,1408.6,4,0.62,122.3,7.2,5.75,37.6,0
41.61,203.93,550.34,392.53,88.0,48.0,34.46,1110.3,3,3.55,67.4,421.6,3.97,100.0,1
14.31,132.47,305.42,226.07,88.0,48.0,28.0,1587.3,1,2.86,68.5,584.4,15.71,99.0,1
8.45,47.95,132.26,120.62,57.66,26.35,23.06,1921.9,4,1.85,125.0,428.3,1.74,93.9,1
1.37,10.31,19.42,48.49,22.17,0.0,57.54,2276.4,2,0.16,362.7,38.5,13.03,38.6,0
4.72,42.75,80.8,58.53,50.37,17.97,35.59,855.9,2,3.86,238.6,72.9,6.04,93.9,1
2.16,9.53,20.59,20.82,26.65,0.0,51.5,2289.0,3,1.38,122.4,561.2,6.7,42.2,0
0.8,5.38,10.43,35.75,17.65,0.0,45.9,2318.0,4,1.23,74.3,20.3,0.09,38.1,0
2.09,14.14,19.83,26.48,31.06,0.0,33.27,2008.6,3,4.89,66.2,157.6,13.92,67.3,1
3.42,31.42,76.17,82.97,33.74,0.0,37.54,2151.0,2,0.02,185.7,119.6,10.36,53.0,0
11.71,80.71,197.93,158.51,83.13,48.0,37.29,1754.1,2,1.46,29.5,29.7,15.14,95.2,1
13.2,57.83,141.44,123.29,65.55,38.15,51.68,382.1,2,2.82,106.3,391.8,0.18,98.6,1
7.62,53.78,101.27,84.43,56.69,18.75,43.05,1507.7,2,0.12,84.4,25.9,11.71,99.1,1
4.96,20.49,43.68,62.18,31.28,0.0,29.14,1869.1,4,0.8,125.8,161.7,6.08,40.5,0
4.57,18.96,36.11,65.8,27.13,0.0,38.99,2277.6,5,6.83,24.9,68.9,3.37,95.3,1
3.24,30.93,44.0,78.51,32.82,0.0,42.84,1497.9,5,0.43,142.8,97.4,9.21,78.3,1
17.92,162.74,355.97,274.11,88.0,48.0,26.01,1967.8,4,1.36,118.3,42.7,18.59,100.0,1
2.74,12.08,19.0,42.44,21.4,0.0,40.2,1780.6,4,2.47,23.8,176.4,18.8,67.5,1
10.38,70.73,106.94,83.22,46.62,19.86,47.44,889.7,4,0.89,71.7,806.6,5.31,95.2,1
3.07,38.03,93.45,96.41,43.97,16.91,28.71,624.9,5,0.94,136.2,322.7,4.87,91.1,1
2.63,20.77,29.35,66.27,21.2,0.0,29.89,1876.9,4,0.12,278.3,206.9,0.05,29.3,0
9.76,53.76,147.43,110.36,65.35,29.32,45.86,790.9,3,0.38,15.6,254.2,0.46,98.6,1
8.02,37.15,78.81,67.75,41.75,6.01,32.99,813.9,3,3.83,1.1,329.1,10.22,97.4,1
8.92,86.87,241.16,168.46,85.68,48.0,27.65,1652.3,3,3.07,21.7,115.1,0.49,98.5,1
8.79,88.95,131.75,123.79,50.23,25.7,43.5,1957.0,3,0.65,544.2,150.7,6.01,99.4,1
6.17,26.04,57.73,60.82,29.2,0.0,40.9,1522.9,3,0.87,175.5,406.5,2.08,49.6,0
5.3,25.52,48.21,39.16,45.11,10.47,36.8,2158.5,4,1.04,114.3,214.3,23.08,82.6,1
7.48,41.51,107.14,114.01,46.23,19.08,45.56,744.0,4,0.76,17.1,26.3,4.91,100.0,1
18.16,86.18,164.24,136.85,69.65,36.41,46.16,830.1,1,1.91,64.6,272.2,8.1,100.0,1
2.33,15.27,26.94,37.41,28.52,0.0,35.3,1637.6,2,0.02,150.7,4.1,0.05,18.4,0
7.89,37.74,98.15,84.28,30.83,2.28,52.78,2041.7,4,3.82,271.5,338.5,3.25,96.4,1
6.01,41.99,80.82,70.59,53.38,18.04,49.46,1432.6,3,0.64,57.7,279.5,6.53,97.5,1
6.45,53.06,75.54,74.6,45.26,8.3,19.13,321.8,3,3.71,969.4,319.7,19.0,92.5,1
2.79,13.67,26.61,37.46,22.84,0.0,27.24,1721.6,4,1.09,18.1,4.3,5.4,46.6,0
7.47,49.39,114.4,104.02,51.86,18.26,16.83,2008.5,2,2.7,58.7,646.5,23.11,89.9,1
21.32,86.37,151.67,138.39,55.57,24.25,33.24,880.7,3,3.15,249.9,171.4,21.87,98.7,1
2.02,14.49,29.05,54.23,39.09,0.0,25.7,413.8,2,0.65,125.9,289.7,2.39,24.3,0
5.19,21.95,32.47,39.35,23.64,0.0,29.08,1387.7,4,1.84,199.9,150.5,26.14,49.5,0
32.06,134.36,298.72,222.96,88.0,48.0,45.27,388.5,4,1.68,286.1,74.7,6.12,100.0,1
1.46,12.06,29.66,62.09,23.93,0.0,21.08,1173.6,3,1.16,84.9,63.2,0.3,15.9,0
17.57,81.47,161.2,112.85,65.62,28.16,37.1,337.4,5,1.14,32.1,13.0,14.58,97.9,1
5.75,37.41,74.38,56.87,49.05,13.57,37.05,772.4,5,0.66,142.0,140.8,13.19,85.2,1
3.09,13.08,19.93,42.98,36.32,0.39,35.3,1116.5,4,0.67,99.5,27.9,0.41,38.5,0
11.3,72.2,121.49,112.73,51.62,20.44,37.11,534.6,4,1.43,177.8,150.9,13.39,96.5,1
6.56,31.75,51.32,47.87,36.64,5.18,17.03,539.7,4,0.06,86.0,176.5,12.9,46.2,0
6.01,37.73,78.26,89.4,42.4,3.59,29.12,2036.8,3,4.88,200.0,105.0,18.73,100.0,1
3.57,30.1,64.43,75.96,32.15,0.0,49.12,387.0,3,1.89,278.8,30.6,21.71,85.7,1
5.1,44.81,122.25,126.01,68.77,30.18,25.83,1746.8,2,1.05,166.2,102.0,1.02,92.6,1
2.32,15.26,22.92,27.5,34.6,0.0,50.17,2010.4,1,0.11,163.3,379.7,0.29,24.3,0
5.28,25.31,56.7,75.66,37.01,1.91,24.04,574.5,4,1.79,106.2,110.3,0.81,60.2,0
22.39,122.47,261.73,178.89,88.0,48.0,23.02,710.3,2,0.03,76.6,75.5,0.93,100.0,1
2.79,14.15,30.04,49.96,35.68,0.0,27.91,1647.1,3,2.05,431.6,178.9,2.24,38.5,0
5.67,44.32,116.22,105.38,53.03,13.54,45.6,962.9,2,0.14,124.3,173.6,15.37,97.0,1
3.75,23.19,39.15,47.92,32.92,2.83,31.36,1300.5,3,1.92,220.2,17.1,0.9,52.5,0
5.28,60.33,87.91,100.14,53.69,16.39,38.94,2055.6,3,0.94,84.5,48.6,0.93,99.5,1
3.51,16.05,37.57,29.62,24.84,0.0,36.63,589.8,4,1.96,97.1,122.8,16.92,51.5,0
31.46,126.72,238.64,183.52,88.0,48.0,35.54,1601.3,5,0.27,130.5,82.1,0.45,98.5,1
4.42,29.64,42.23,42.22,30.47,0.0,46.83,2279.0,5,0.22,156.5,69.4,0.07,56.5,1
0.88,10.75,18.83,50.69,34.42,0.0,42.56,420.7,3,0.51,71.4,106.2,2.42,41.7,0
0.97,8.88,16.27,17.51,24.52,0.0,26.29,426.0,5,0.95,52.9,61.7,0.2,27.2,0
3.39,17.76,40.21,68.56,33.28,0.0,33.66,1465.0,3,0.53,32.8,76.8,7.12,46.0,0
6.64,36.07,59.22,81.21,36.38,4.06,50.82,2316.2,3,0.15,66.1,267.4,3.83,83.4,1
6.26,29.24,57.85,80.08,33.01,0.73,38.72,763.0,2,0.71,28.5,128.5,23.6,72.6,1
8.12,65.96,136.89,100.85,56.71,20.28,23.18,994.7,4,2.2,64.7,371.2,15.69,95.5,1
5.71,27.2,55.57,69.49,43.83,6.66,23.79,507.2,2,1.57,249.2,534.1,4.04,54.4,0
2.94,14.95,41.32,32.5,17.68,0.0,43.57,1060.7,3,5.95,453.0,459.4,0.09,66.1,1
5.42,40.21,58.86,81.42,29.05,0.0,41.97,393.1,4,1.03,103.3,52.7,2.12,74.5,1
9.64,55.79,152.39,136.59,58.32,23.15,28.17,1117.1,3,0.73,18.9,115.3,0.0,95.8,1
1.75,16.66,36.9,52.89,23.86,0.0,42.35,1466.5,1,2.13,66.9,137.8,5.64,38.7,0
3.09,19.66,49.42,70.0,42.9,3.36,49.59,2347.5,3,0.96,110.6,344.1,10.89,72.9,1
1.0,4.36,8.73,14.92,29.99,0.0,48.39,2018.6,4,1.73,55.6,147.4,3.94,48.2,0
9.06,59.77,121.65,107.86,57.61,27.28,49.64,2026.3,2,5.26,27.6,52.4,12.41,100.0,1
